x,y,z
293377,91653,6
293352,91669,6
293331,91681,6
293297,91693,6
293275,91708,6
293259,91725,6
293246,91712,6
293237,91678,6
293222,91659,6
293207,91630,6
293227,91613,6
292508,94991,5
292515,94960,5
292515,94931,5
292514,94905,5
291289,92259,5
291305,92279,5
291306,92296,5
291330,92308,5
291334,92332,5
291328,92363,5
291323,92395,5
291288,92393,5
291262,92388,5
291230,92382,5
291224,92360,5
291232,92335,5
291258,92343,5
291280,92317,5
291285,92286,5
291265,92295,5
291259,92271,5
291245,92281,5
291233,92302,5
291226,92325,5
291254,92323,5
291302,92359,6
291274,92354,6
291261,92352,5
291302,92364,5
291303,92378,5
294226,93714,5
293946,94519,5
293917,94522,5
293907,94571,5
293896,94602,5
291486,93048,5
291526,93061,5
291564,93075,5
293835,93543,5
293913,93558,5
296191,91321,5
296204,91299,5
296216,91279,5
296229,91258,5
296243,91236,5
296260,91210,5
296295,91092,5
296273,91086,5
296254,91077,5
296254,91044,5
296255,91009,5
293962,94606,5
293978,94616,5
293999,94629,5
294022,94647,5
294042,94664,5
294066,94686,5
294106,94701,5
294234,93737,5
294290,93748,5
294315,93733,6
295196,93982,5
295207,93991,5
295216,93970,5
295296,93005,5
295299,92970,5
296366,92492,5
296396,92496,5
296433,92505,5
296469,92515,5
296504,92525,6
295056,93500,5
295062,93456,5
295053,93415,5
295122,93577,5
295129,93611,5
290826,91798,6
290811,91806,6
290905,92016,5
290876,92008,5
290832,91999,5
295702,91146,5
295715,91133,5
295705,91106,5
294886,92211,5
294855,92210,5
294825,92196,5
294796,92180,5
292242,91877,5
292265,91848,5
292295,91819,5
292353,91770,5
292374,91749,5
292395,91730,5
292409,91713,5
292432,91693,5
292446,91680,5
292462,91666,5
292494,91631,5
292538,91570,5
292565,91554,5
292578,91547,5
291842,92179,0
291847,92177,0
290334,91395,5
291989,92163,5
292013,92175,5
292052,92216,5
292034,92207,1
293601,91592,5
293621,91619,5
290719,91662,5
293507,92873,5
293537,92925,5
293514,92915,5
294503,92309,5
294513,92356,5
294501,92384,5
293430,93953,5
293184,93953,5
290024,93746,5
290053,93745,5
290097,93745,5
291900,92492,6
291572,92738,5
291541,92758,5
291508,92776,5
291440,92729,6
291431,92755,5
291422,92790,5
291422,91017,5
291455,91030,5
291487,91044,5
293900,90818,6
295308,93207,5
295173,89481,5
295157,89464,5
295362,93198,5
294988,93291,5
294993,93245,5
292065,93251,5
292071,93229,5
292077,93208,5
290118,93620,5
294014,94540,5
294028,94554,5
294056,94479,5
294071,94503,5
290412,93662,5
290450,93662,5
295671,91000,5
295673,90991,5
295689,90985,5
295702,90988,5
295717,90993,5
292927,93933,5
292924,93911,5
292921,93889,5
294506,89715,6
294504,89746,6
294461,89747,6
294443,89774,5
293242,94303,5
293157,92359,5
290714,92056,5
290741,92054,5
290769,92053,5
294169,94104,5
294138,94137,5
294141,94160,5
293423,94440,5
293458,94386,5
293438,94245,6
293454,94232,6
292013,92799,5
292024,92808,5
292029,92812,5
292033,92824,5
292046,92854,5
291192,90998,5
291174,90993,5
292810,93278,5
292880,93345,5
291819,92743,5
291820,92738,5
291822,92751,5
291827,92759,5
291835,92769,5
291843,92777,5
293540,92809,5
294749,92069,5
294083,92386,5
294603,92139,6
294644,92110,5
294678,92094,5
294358,91814,5
296330,90995,5
296342,90967,5
296353,90942,5
296366,90914,5
296343,90894,5
296345,90873,5
296354,90843,5
296364,90814,5
296376,90777,5
293620,91295,5
293716,92247,5
293722,92272,5
293681,92323,5
293644,92331,5
293608,92337,5
292380,92893,5
292382,92894,5
292384,92888,5
292386,92890,5
292387,92885,5
292389,92887,5
292391,92881,5
292392,92883,5
292394,92878,5
292396,92879,5
292445,93024,5
293250,93984,5
295440,93799,5
295453,93778,5
295467,93754,5
295000,92778,6
295000,92763,6
294998,92749,6
294978,92740,6
294975,92725,6
294957,92719,6
294834,92763,5
294807,92756,5
294770,92753,5
294708,89929,5
294680,89911,5
294924,92499,5
294348,92410,5
292083,92152,5
292073,92139,5
292056,92127,5
292052,92122,5
292047,92119,5
292043,92115,5
291712,92106,5
291690,92097,5
291749,92115,5
291838,92054,5
291896,92123,5
291910,92075,5
291756,92108,5
291805,92109,5
291860,92121,5
291891,92116,5
295140,93285,6
295113,93275,5
295084,93244,5
295083,93212,5
294413,92584,5
289998,93783,5
292657,93548,5
291302,91884,3
293791,92279,5
293778,92258,5
293750,92250,5
293725,92252,5
291789,91932,5
291808,91933,5
291826,91939,5
291844,91938,5
291860,91942,5
291878,91952,5
291899,91963,5
291925,91983,5
291946,91993,5
291961,92001,5
291983,92017,5
292004,92029,5
292029,92034,5
292048,92030,5
292066,92017,5
292068,92014,5
292063,92019,5
292079,92002,5
291144,91750,5
291670,91964,5
291710,91966,5
291732,91960,5
291753,91955,5
291784,91947,5
290863,92394,5
290866,92372,5
290863,92355,5
290846,92389,5
292152,93609,5
292180,93629,5
290792,92459,5
292394,92949,3
292386,92958,3
292377,92968,3
294013,94576,5
293995,94600,5
293987,94589,5
291914,92551,8
291863,92488,6
291547,91308,6
291563,91281,5
291588,91273,5
291606,91245,5
291629,91237,5
294321,94164,6
294351,94143,6
294375,94117,6
294418,94088,5
294407,94102,5
294388,94098,6
294362,94082,6
294340,94071,6
294325,94081,6
294313,94106,6
294331,94125,6
294773,94497,5
294731,94485,5
294706,94503,6
294729,94534,5
294730,94566,6
294753,94599,5
294755,94635,5
294778,94671,5
294791,94682,5
294808,94653,6
289887,93739,5
289899,93754,5
290681,92875,5
290737,92799,5
290742,92866,5
290744,92923,5
290018,93689,5
290049,93658,5
290057,93664,5
290091,93669,5
290047,93685,5
290046,93701,5
292429,92094,5
292456,92086,5
292482,92098,5
290767,91375,5
290738,91388,5
290722,91408,5
291765,92407,5
291756,92417,5
291731,92442,5
291708,92448,5
291688,92460,5
292319,91352,5
292322,91387,5
294247,94349,5
294268,94361,5
294288,94367,5
294315,94354,6
294328,94374,6
294354,94366,6
294351,94384,6
293349,94478,5
293340,94455,5
293370,94454,5
293382,94457,5
295189,91909,5
293956,94673,6
293967,94654,6
293954,94634,5
293931,94650,5
293984,94645,5
293970,94632,5
293945,94649,5
290014,93840,5
289991,93844,5
289955,93852,5
289933,93873,5
289908,93848,5
289940,93828,5
289971,93810,5
289996,93799,6
290008,93819,5
290007,93815,5
289982,93830,5
289957,93822,5
289950,93843,5
289925,93840,5
289917,93864,5
289921,93872,5
289886,93853,5
290048,93850,5
290078,93852,5
290101,93841,5
289903,93894,5
290019,93859,5
290019,93877,5
292095,92352,6
293448,91771,5
293458,91785,5
293465,91807,5
293457,91819,5
294660,92892,6
294627,92919,6
294613,92947,6
294585,92971,6
294608,92990,6
294630,93008,6
294686,89670,5
294688,89671,5
294057,94729,5
294063,94708,5
294063,94728,6
295336,91835,5
295358,91830,5
292799,94755,5
292798,94784,5
294413,92255,6
292712,91595,5
292689,91589,5
292667,91566,5
290254,93431,5
290279,93412,5
290298,93376,5
290303,93348,5
290319,93323,5
290338,93299,5
290374,93294,6
290390,93278,6
290422,93271,5
290444,93241,5
290472,93221,6
290472,93180,5
290445,93168,5
290414,93149,5
290384,93115,5
290370,93104,6
290334,93075,6
290315,93038,6
290290,93007,6
290262,92973,6
290246,92957,6
290207,92944,6
290169,92943,6
290138,92946,6
290109,92951,6
290076,92958,6
290050,92970,6
290008,92972,6
289967,92967,6
289939,92963,6
289913,92958,6
289889,92946,6
293710,92792,6
293707,92768,6
293726,92739,6
293721,92708,6
293729,92683,6
293739,92655,6
293750,92634,6
293765,92614,5
293092,93115,5
293071,93133,5
293112,93158,5
293130,93179,5
293887,92324,6
293877,92320,6
293883,92346,6
293902,92357,6
294136,90649,5
294127,90613,5
294136,90596,5
293413,91510,5
293400,91490,5
293387,91468,5
293370,91439,5
293355,91426,5
293331,91431,5
293303,91447,5
293293,91470,5
293305,91488,5
293316,91501,5
293326,91522,5
293340,91492,5
293284,91523,5
293235,91515,5
293261,91556,5
293224,91549,5
293199,91555,5
293167,91561,5
293158,91584,5
293190,91584,5
293210,91586,5
293207,91603,5
293178,91621,5
293150,91646,5
293222,91601,5
293237,91597,5
293269,91595,5
293300,91579,5
293312,91555,5
293324,91542,5
293355,91531,5
293377,91517,5
295307,91918,5
295320,91882,5
295319,91846,5
295317,91778,5
295287,91756,5
290344,92063,6
290379,92063,6
295670,93426,5
295660,93384,5
295637,93360,5
290541,91441,5
290538,91459,6
290508,91462,6
290483,91448,6
290464,91428,6
290442,91416,6
290458,91405,6
290476,91411,6
290490,91398,5
291933,92358,5
293273,92613,5
293305,92645,5
293338,92676,5
293360,92697,5
293774,93521,6
293771,93552,6
293766,93576,6
293754,93567,6
293726,93565,6
293717,93557,6
293715,93540,6
293708,93567,6
293703,93598,6
293725,93633,6
293706,93624,6
293685,93613,6
293659,93625,5
293796,93610,6
293824,93597,6
293804,93587,6
293789,93568,6
292921,93129,5
292897,93181,5
292882,93199,5
292865,93214,5
292851,93250,6
290120,93000,5
290152,93003,5
290186,93002,5
290223,92999,5
290230,92971,5
290575,93784,5
290393,93767,5
290413,93762,5
290434,93777,5
290439,93766,5
290419,93730,5
290426,93712,5
290462,93740,5
290465,93727,5
290526,93747,5
290525,93762,5
290556,93767,5
290563,93757,5
290410,92444,5
290411,92477,6
290136,92683,5
290078,92721,5
291548,92871,5
291530,92851,5
291486,92848,5
291451,92866,5
291464,92827,5
291462,92782,5
291475,92744,5
289866,93829,5
289834,93828,5
293712,90918,5
293754,90878,5
293787,90887,5
293825,90892,5
294081,93454,6
294105,93428,6
294104,93394,6
294114,93367,6
294137,93343,6
294134,93311,6
294154,93285,6
294158,93253,6
294142,93233,6
294140,93199,6
294118,93179,6
294119,93141,6
294112,93117,6
294098,93092,6
294106,93062,6
294106,93031,6
294091,93011,6
294083,92986,6
294082,92946,6
294072,92917,6
294051,92897,6
294053,92864,6
294046,92840,6
294038,92813,6
294016,92782,6
294019,92753,6
293998,92729,6
294006,92709,6
291863,89571,5
291845,89600,5
291827,89628,5
291840,89643,5
291790,89750,5
292936,93340,5
293742,92877,5
293679,92952,5
293727,92942,5
293768,92910,5
293808,92897,6
293834,92882,5
293871,92854,5
293903,92856,6
293946,92841,6
293995,92826,6
289916,93608,6
296032,94499,6
296034,94541,5
296016,94568,5
296057,94579,5
296111,94572,5
296120,94538,5
296193,94526,5
296185,94553,5
296180,94580,5
296159,94610,5
296198,94473,5
296216,94440,5
296250,94448,5
295297,94516,6
295267,94522,6
295335,94519,5
295367,94505,5
295404,94514,5
295442,94506,5
295468,94523,5
295508,94525,5
295539,94541,6
295569,94541,5
295596,94540,5
295627,94538,5
295660,94534,5
295696,94527,5
295724,94513,5
295759,94521,5
295790,94509,6
295830,94520,5
295870,94513,5
295908,94492,5
295938,94483,5
295974,94479,5
296007,94479,5
296044,94494,5
296068,94482,5
296107,94485,5
296139,94492,5
296171,94496,5
296204,94502,5
296223,94520,5
296249,94518,5
296396,93915,5
296391,93893,5
295481,93532,5
296128,93794,5
296196,93802,5
291499,90922,6
291482,90896,5
291452,90879,5
291425,90901,5
291414,90924,5
291435,90947,5
291480,90937,5
291467,90953,5
291452,90968,5
291433,90988,5
291374,90985,6
291348,90975,6
291307,90967,6
291287,90937,6
291267,90923,6
291246,90904,6
291238,90880,6
291218,90874,6
291203,90854,6
291692,91876,6
291847,91921,5
291883,91937,5
291918,91950,5
291950,91962,5
291983,91961,5
292012,91935,5
292021,91913,5
292049,91884,5
292082,91860,6
292100,91832,6
292119,91813,6
292134,91796,6
292178,91757,6
292200,91725,6
293759,91020,5
293780,91046,5
293806,91077,5
293828,91107,5
293883,91154,5
293899,91179,5
293909,91206,5
293931,91233,5
293960,91254,5
293982,91298,6
294016,91326,5
291314,89909,5
291297,89896,5
291279,89914,8
290409,93480,6
290402,93508,6
294010,91020,6
294033,90997,6
294021,90946,6
293989,90905,6
293968,90877,6
293938,90845,6
293914,90801,6
293884,90763,5
295251,91559,5
295274,91579,5
295283,91602,5
295302,91631,5
295308,91605,5
295140,93133,6
295156,93111,5
295189,93139,6
295070,93165,5
295102,93183,5
295144,93189,5
295183,93189,5
295228,93182,5
295255,93175,5
295296,93153,5
295317,93117,5
295317,93077,5
294135,90348,5
294108,90322,5
294779,92064,6
294766,92015,6
294756,91971,6
294762,91937,5
294812,92899,5
294823,92916,5
294236,92327,5
294196,92275,5
293135,92290,5
293115,92295,5
293665,93360,5
293691,93361,5
293726,93361,5
293749,93360,5
293773,93359,5
293808,93355,6
289897,92810,5
289860,92834,5
289822,92850,5
289792,92875,5
289771,92895,6
290135,93722,5
290111,93724,5
290069,93723,5
290043,93717,5
290038,93725,5
290270,92216,5
290237,92214,5
290199,92212,5
290179,92187,5
290172,92143,5
290163,92119,5
290171,92059,5
292228,93519,5
292215,93502,5
290483,92366,5
290452,92385,5
290441,92408,5
290411,92406,5
290380,92410,5
290339,92420,5
290310,92444,5
290315,92466,5
290342,92495,5
290346,92524,6
290333,92554,5
292621,94480,5
292585,94488,5
292500,94486,6
292471,94454,5
292432,94430,5
292398,94401,5
292342,94406,6
292599,94021,5
292570,94023,6
292627,94013,5
292660,94019,5
292679,94012,5
292708,93995,5
292741,93998,5
292775,93999,5
292810,94003,5
292850,94000,5
292884,94011,5
292922,94013,5
292929,94032,5
292906,92752,4
292884,92740,4
295100,89459,6
295411,93340,5
295436,93321,5
295398,92985,5
295396,93017,5
295391,93047,5
295391,93086,5
295388,93123,5
295391,93158,5
295400,93194,5
295384,93245,5
295370,93290,5
295357,93323,5
292689,94045,5
292732,94053,6
292725,94091,5
292727,94127,6
292745,94154,5
294834,93346,5
294826,93378,5
294828,93416,5
294839,93464,5
294839,93512,5
292329,94483,5
292272,94566,5
292249,94610,5
292260,93465,5
292238,93453,5
295196,93324,6
295194,93369,6
295184,93412,6
295190,93448,6
295214,93476,5
295243,93488,6
295281,93498,5
295313,93518,6
295351,93535,5
295335,93574,5
295323,93618,5
295311,93652,5
294127,92142,5
294128,92120,6
294157,92103,6
294168,92076,6
294190,92069,5
294200,92046,6
294224,92045,5
294257,92032,6
294230,92014,6
294252,91990,6
294262,91964,6
294278,91933,6
294276,91932,6
294304,91898,6
294337,91885,6
290949,91574,5
290915,91581,5
290883,91577,5
295578,93435,5
295603,93451,5
295643,93460,5
295674,93461,5
295712,93450,5
295747,93453,5
295832,93421,5
296474,93526,6
296538,93537,6
291501,89644,5
292216,92169,8
293851,91174,5
293882,91153,5
293897,91126,5
293940,91102,5
293954,91080,5
293986,91066,5
294012,91052,5
294912,91983,5
294939,91998,5
293727,92435,5
293721,92476,5
293717,92513,5
293720,92557,5
293701,92591,5
293680,92619,5
293655,92648,5
293624,92675,6
289941,93682,5
292560,94080,5
292505,94104,5
292411,93602,5
292389,93638,5
292379,93667,5
292366,93701,5
292340,93725,5
292080,93302,5
292065,93348,5
292048,93392,5
292000,93471,5
292193,93301,5
292182,93314,5
292189,93331,5
292170,93343,5
292153,93310,5
292156,93318,5
292136,93344,5
292132,93372,5
292125,93388,5
292124,93415,5
292116,93445,5
292096,93448,5
292071,93445,5
292056,93466,5
292046,93494,5
292046,93518,5
292064,93533,5
292086,93540,5
292071,93557,5
292071,93583,5
292095,93591,5
292123,93601,5
292125,93583,5
292136,93551,5
295512,93548,5
295482,93533,5
295491,93501,6
295456,93503,6
295421,93513,6
295395,93539,5
295377,93575,5
290514,93704,5
290478,93664,5
290501,93653,5
290558,93656,5
292307,93065,5
292288,93097,5
292295,93118,5
292289,93134,5
292275,93133,5
292274,93157,5
292278,93172,6
292259,93208,5
292252,93255,5
292221,93296,5
292191,93295,6
292155,93290,6
292123,93275,5
292086,93272,5
292059,93277,6
292021,93275,5
291991,93276,5
291951,93282,5
291917,93286,5
291890,93290,5
291862,93293,5
291819,93293,5
291777,93284,5
291743,93288,5
291714,93286,5
291685,93284,6
291655,93284,5
291624,93288,5
291591,93296,5
291570,93315,5
291545,93347,5
291529,93348,5
291477,93347,6
291452,93345,6
291421,93340,6
291392,93334,6
291363,93329,6
296354,93988,5
296335,93993,5
296319,93995,5
296307,94003,5
296343,94012,5
296341,94039,5
296352,94063,5
294476,91926,5
294513,91989,5
294527,91929,5
294571,91949,5
294577,91986,6
296599,94007,5
296599,93987,5
296608,93963,5
290845,92634,5
290863,92622,5
290865,92639,5
290855,92604,5
290872,92600,5
290883,92602,5
290887,92577,5
290867,92580,5
292981,93593,6
293011,93599,6
293046,93590,5
293075,93596,5
293119,93605,5
293147,93611,5
291768,90010,5
291739,90000,5
291706,89986,5
291678,89983,5
291634,89991,5
291605,89980,6
291571,89971,6
291518,89979,5
291491,90005,5
291441,90019,5
291446,90007,5
291401,90031,5
291358,90040,5
291301,90039,6
291267,90080,5
291228,90111,5
291194,90140,6
291166,90153,6
291127,90179,5
294692,94671,6
294525,94430,6
294517,94457,6
294517,94491,6
294503,94518,6
294499,94535,6
294498,94566,6
294470,94597,6
294455,94629,6
294432,94657,6
294400,94670,6
294378,94692,6
294345,94713,6
294322,94720,6
294282,94732,6
291773,91785,5
291745,91777,5
291775,91868,5
291788,91845,5
291781,91816,5
291795,91786,5
291788,91752,5
291792,91726,5
291776,91695,5
291779,91664,5
291761,91626,5
290707,92349,6
290678,92324,6
290648,92297,6
290614,92265,6
290573,92260,6
290533,92242,6
290500,92252,6
290453,92248,6
290419,92232,6
290378,92240,6
290342,92226,6
290310,92233,5
294440,91585,5
294476,91620,5
293076,91517,6
293037,93309,5
293079,93251,5
293100,93213,5
293125,93189,5
293151,93165,5
293183,93189,5
293207,93206,5
293209,93220,5
293234,93219,5
293256,93240,5
290958,92331,5
290965,92358,6
290977,92382,5
291002,92386,5
290954,92385,5
290960,92406,5
290937,92400,5
290908,92402,5
290966,92415,5
290978,92421,5
290951,92417,5
290955,92447,5
290934,92443,5
290926,92470,5
290901,92483,5
290908,92499,5
290900,92529,5
291800,92385,5
293360,93367,5
293369,93335,6
293387,93307,6
293385,93279,6
293404,93245,6
294603,94688,5
294569,94686,6
294564,94700,5
294563,94743,5
294561,94769,5
292261,89623,5
292239,89639,5
292219,89623,5
292200,89596,5
292224,89579,5
292268,89566,5
292254,89633,5
294557,93686,5
294589,93687,5
294614,93709,5
294642,93710,5
294662,93731,5
294689,93745,5
294094,91933,6
294095,91894,5
290641,91666,5
290655,91681,6
290676,91673,5
290688,91692,6
290698,91711,5
290676,91728,6
290656,91715,5
290638,91699,6
290148,93695,5
290045,93647,5
290042,93632,5
290044,93622,5
291280,93801,6
291298,93778,6
292298,92168,5
294322,94260,6
294297,94270,6
294273,94300,6
294256,94313,6
294229,94326,6
294214,94346,6
294184,94356,6
294160,94371,6
294173,94388,6
294152,94404,6
294146,94380,5
294134,94392,5
294114,94398,5
294129,94413,6
294090,94430,6
294074,94455,6
294049,94460,6
294026,94481,6
294008,94520,6
293981,94524,5
293992,94539,6
293970,94538,5
293975,94558,6
293954,94557,5
293956,94581,6
293942,94601,6
293930,94596,6
293920,94625,6
293894,94641,6
291097,94106,5
291090,94158,6
291080,94216,6
291069,94271,6
293428,91062,6
293398,91037,6
291794,92346,6
291808,92344,5
291860,92293,5
292427,93052,5
292415,93048,5
292426,93016,6
292408,92996,6
292375,92974,4
292361,92984,5
292335,92991,5
292559,94521,5
292548,94539,5
292548,94566,5
293839,92246,5
293880,92243,5
293918,92225,5
293957,92228,5
293997,92217,5
294037,92225,6
294071,92215,5
294103,92212,5
290706,93736,5
290664,93730,5
290510,93736,6
290475,93725,5
290459,93706,5
290465,93688,6
290439,93710,5
290430,93690,6
290410,93683,6
290379,93673,5
290387,93662,6
290349,93648,6
290328,93624,5
290269,93618,6
290236,93605,6
290207,93613,6
290180,93601,6
290147,93601,6
290122,93612,6
290085,93613,6
290055,93615,6
290016,93608,6
289991,93615,6
289963,93599,5
289946,93574,5
293944,91550,5
293978,91551,5
294007,91524,5
293986,91498,5
293955,91524,5
294010,91505,5
293013,91169,6
293044,91191,6
293062,91225,6
293090,91246,6
293116,91209,6
296036,91341,5
296015,91327,5
296009,91296,5
296000,91347,5
295981,91366,5
295971,91374,5
295976,91394,5
295965,91400,5
295937,91387,5
295970,91419,5
295986,91434,5
295974,91443,5
295980,91462,5
296006,91464,5
295991,91444,5
296007,91440,5
296009,91426,5
296030,91411,5
290565,93361,6
290690,93462,6
290674,93480,5
293854,91027,5
293877,91055,5
293902,91086,5
293913,91119,5
293923,91120,5
293925,91110,5
293914,91108,5
294008,91220,5
294035,91253,6
294061,91266,6
291370,89638,5
291342,89649,5
293577,93246,6
293593,93225,5
293594,93191,5
293614,93160,6
293621,93124,5
293618,93089,5
293635,93052,5
293644,93015,5
293643,92974,5
293664,92938,5
293666,92900,5
293679,92862,5
293692,92823,5
290791,92557,5
290816,92557,6
290819,92587,5
290816,92612,5
290829,92560,5
290839,92535,5
290852,92514,5
290861,92483,5
290859,92446,5
290856,92414,5
290851,92398,5
290840,92398,5
290816,92387,5
290806,92371,5
290828,92352,5
290847,92333,5
290737,92485,5
290715,92459,5
290707,92429,5
291032,92250,5
291004,92243,5
292534,94623,5
292455,94606,5
296814,94212,5
296785,94233,5
296771,94255,5
296773,94234,5
296787,94215,5
296768,94215,5
296455,94445,6
296481,94435,6
296509,94454,6
296540,94443,6
296566,94410,6
296615,94368,6
296647,94329,6
296692,94302,6
296725,94289,6
296742,94277,6
296766,94282,6
296786,94295,6
296814,94306,6
296837,94323,6
296863,94322,6
296893,94320,6
296924,94318,6
296952,94324,6
296985,94327,6
297010,94316,6
297022,94310,5
297023,94293,5
297035,94301,5
297034,94285,5
297047,94292,5
297045,94277,5
297057,94282,5
297056,94269,5
297076,94263,6
297097,94224,6
297111,94196,6
297128,94165,6
292344,92078,5
292353,92092,5
292362,92107,5
292367,92127,5
292591,94401,5
292593,94373,5
292623,94372,5
292407,91916,5
292358,91813,6
294051,93921,5
294081,93933,5
294112,93937,5
294143,93947,5
293770,91070,5
293803,91054,5
293827,91025,5
291021,91987,5
295364,92808,5
295337,92798,5
295340,92822,5
295349,92838,5
295374,92822,5
295401,92838,5
295409,92868,5
295382,92860,5
295361,92855,5
293219,94116,5
290177,93459,5
290158,93428,5
293075,91776,5
293110,91766,5
292483,93189,5
292456,93172,5
294720,91950,6
294690,91956,6
294664,91968,6
294617,91991,5
294580,92019,5
294514,92051,6
295244,93051,5
295247,93078,5
295216,93108,5
295344,92996,6
295019,93287,5
295020,93258,5
295021,93225,5
295019,93177,5
295040,93136,5
295068,93106,5
295131,93063,5
295169,93048,5
295204,93046,5
295240,93032,5
295284,93038,5
295328,93032,5
295351,93048,5
289958,92789,6
289949,92817,6
289926,92838,6
289893,92853,6
289876,92882,6
289883,92912,6
291936,89545,5
291959,89528,5
291987,89526,5
292021,89546,5
292047,89545,5
292076,89552,5
293922,91266,5
293959,91246,5
293991,91220,5
289832,93756,5
289856,93769,5
289844,93781,5
290790,92183,5
290802,92183,5
290799,92221,5
290810,92157,5
295195,91331,5
295186,91299,5
295215,91320,5
290417,93048,5
290390,92982,5
290363,92944,5
290327,92935,5
294957,92456,5
294980,92462,5
294999,92484,5
290755,91965,5
293419,91752,6
293394,91746,6
293413,91735,6
293405,91723,5
293390,91697,5
293377,91677,5
290176,91328,5
290171,91298,5
290181,91265,5
290197,91229,5
290214,91192,5
290226,91160,5
290233,91132,5
290241,91100,5
290246,91075,6
290254,91030,5
290256,90995,5
290256,90959,6
290258,90921,5
290272,90854,5
290218,90841,6
291602,93070,5
291570,93017,5
291541,93010,5
290231,93437,6
290206,93469,5
295111,93350,5
295098,93388,6
295094,93425,6
295107,93461,5
295129,93455,5
295116,93501,6
295145,93527,6
295161,93510,5
295173,93557,6
295206,93572,5
295217,93526,6
295227,93525,6
295236,93511,5
295294,93534,5
295249,93592,5
295234,93627,5
295271,93567,6
295294,93603,5
290660,91902,6
290617,91917,6
290581,91948,6
290535,91964,6
290499,91994,6
292183,93086,5
292216,93094,6
292247,93088,6
292276,93082,6
292292,93069,5
294441,92504,6
294476,92489,6
294506,92463,6
294543,92444,6
294565,92417,6
294594,92400,6
294631,92373,6
294654,92368,6
291322,93031,6
291308,93065,6
291314,93100,6
291301,93134,5
291306,93168,5
292074,89736,5
292083,89710,5
292103,89733,5
292131,89729,5
292164,89723,5
292182,89703,5
292192,89674,5
292219,89659,5
292258,89652,5
292283,89630,5
292315,89614,5
295287,91399,5
295314,91423,5
295335,91435,5
295336,91467,5
295324,91494,5
295312,91520,5
295294,91539,5
295276,91564,5
291880,89923,6
291847,89892,6
291820,89866,6
291793,89831,6
291846,89826,6
291864,89784,6
291076,94391,5
291101,94397,6
291124,94410,6
291140,94441,5
291159,94471,5
291181,94499,5
291194,94527,5
291213,94551,5
291240,94551,5
291274,94564,5
293610,92956,5
293580,92959,5
293548,92944,5
291956,92212,5
296216,94242,5
296161,94205,5
296137,94222,5
292706,93924,5
292728,93927,5
292762,93922,5
292795,93926,5
292827,93930,5
292859,93942,5
292894,93938,5
292914,93949,5
292933,93965,5
292928,93992,5
291706,92749,5
291734,92723,5
291736,92253,5
292451,93700,5
292430,93706,5
292406,93717,5
292388,93724,5
292362,93726,5
292845,92782,5
294580,89761,6
294664,89782,6
294376,91577,5
294409,91552,5
294443,91521,5
294374,92659,5
294345,92684,5
294323,92701,5
293312,94269,6
293301,94286,6
293283,94276,6
293267,94256,6
293243,94234,6
293260,94229,6
293007,92046,5
293022,92078,5
293049,92101,5
293061,92134,5
293088,92162,5
293100,92193,5
293119,92218,6
293152,92208,5
293183,92208,6
293224,92196,5
291142,92379,5
291116,92386,5
291095,92391,5
291074,92401,5
293017,92342,5
293034,92336,5
294127,91386,6
294141,91405,6
294158,91427,6
294158,91448,5
294154,91466,5
294169,91463,5
294136,91440,5
294109,91461,6
294091,91472,6
294164,91803,5
294140,91783,5
294152,91744,5
295305,91748,5
291604,90441,5
291637,90418,5
291049,92268,5
291054,92238,5
291051,92214,5
291038,92194,5
293715,91581,6
293691,91597,6
293659,91588,6
293635,91566,6
293618,91541,6
293592,91551,6
293585,91580,6
293575,91604,6
293556,91619,6
293033,93689,5
293063,93706,5
293097,93705,5
293419,93277,6
293454,93293,5
293492,93291,5
293526,93308,6
293368,92389,5
293387,92281,5
291088,92056,5
291057,92052,5
291011,92033,5
290965,92033,6
293000,92348,5
292984,92311,5
292983,92270,5
292969,92242,5
292967,92205,5
292938,92172,5
292956,92157,5
292946,92126,5
292918,92100,5
292087,92654,5
292062,92679,5
292695,93839,6
292686,93865,5
292684,93891,5
292686,93920,5
292677,93946,5
292668,93971,5
292668,93995,5
293646,94026,5
293541,94142,5
293616,94018,5
293552,94159,5
293583,94032,5
293575,94152,5
293547,94023,5
293577,94134,5
293534,94049,5
293582,94065,5
293516,94078,5
293606,94052,5
293519,94115,5
293515,94144,6
293527,94177,5
293529,94209,5
293577,94098,5
293610,94102,5
295180,93889,5
295178,93858,5
295185,93830,5
295201,93804,5
295199,93771,5
293728,91568,6
293707,91552,6
293689,91525,6
293654,91501,6
293632,91505,6
293604,91480,6
293588,91451,6
293568,91450,6
293573,91470,6
293546,91466,6
293555,91485,6
293525,91484,6
293537,91500,6
293553,91501,6
293561,91530,6
293578,91552,6
293559,91562,6
293531,91583,6
293541,91606,6
293521,91624,6
292911,91926,5
292923,91903,5
292948,91892,5
292964,91868,5
292999,91848,5
293020,91819,5
293058,91804,5
293080,91816,5
293088,91853,5
293102,91885,6
293119,91904,6
293130,91948,5
292740,91781,5
292768,91825,6
292837,91883,5
292869,91900,6
292885,91941,5
292905,91975,5
292932,92005,5
292953,92027,6
293030,91981,5
293006,91955,5
292999,91923,5
292976,91902,5
292959,93522,5
292978,93492,5
293005,93476,5
293021,93446,5
293041,93441,5
296008,94277,5
294369,92120,5
296045,94277,5
296076,94253,5
296118,94239,5
296095,94281,5
296089,94309,5
292761,94729,5
