x,y,z
296584,91555,10
296622,91537,10
296632,91520,10
296645,91502,10
296662,91479,10
296628,91455,10
296611,91486,10
296590,91509,10
296571,91536,10
296561,91555,10
296546,91574,10
292333,92878,10
292335,92880,10
292335,92878,10
292344,92905,10
292612,93118,10
292623,93150,10
292654,93150,10
292668,93186,10
292697,93184,10
292719,93213,10
292718,93213,10
292740,93221,10
292745,93253,10
292757,93266,10
292783,93263,10
292802,93244,10
292805,93220,10
292785,93201,10
292758,93200,10
291930,92551,10
291929,92558,5
291922,92530,5
291939,92514,10
291969,92496,10
291977,92459,10
291996,92432,10
292026,92410,10
292032,92380,10
292064,92368,10
292084,92339,10
292102,92311,10
292102,92288,10
292133,92285,10
292116,92270,10
291396,93151,10
291375,93190,10
291379,93214,10
291372,93247,10
291354,93270,10
291359,93300,10
291347,93333,10
291331,93370,10
291318,93391,10
291286,93405,10
291285,93444,10
291266,93430,10
291265,93427,10
291262,93428,10
291443,93550,10
291464,93550,10
292640,93073,8
292704,92993,10
292729,92995,10
294812,92234,10
292382,92021,10
292407,92013,10
292428,91991,10
292431,91958,10
292459,91946,10
292466,91920,10
292708,91762,10
292710,91734,10
292728,91707,10
293229,91241,10
293257,91243,10
293264,91212,10
293286,91220,10
293302,91185,10
293571,90971,10
293595,90975,10
293606,90942,10
293641,90935,10
293649,90907,10
293997,90608,10
294602,90052,10
294602,90052,10
294602,90052,10
294587,90031,10
294623,90070,10
294647,90060,10
294647,90060,10
294647,90061,10
294605,90000,10
294605,90000,10
294605,90000,10
294634,89990,10
294664,90043,10
294661,90011,10
294661,90011,10
294661,90010,10
294693,89997,10
294683,89982,10
295141,89603,10
295179,89574,10
295203,89544,10
295223,89494,10
292108,90795,10
292149,90774,10
292125,90765,10
292160,90625,8
292188,90574,8
292165,90419,10
292657,93817,8
292502,93752,10
292788,93187,10
292788,93187,10
292782,93156,10
292088,92263,15
292085,92264,15
292804,93144,10
292085,92259,6
292798,93132,10
292781,93115,10
292081,92262,6
292782,93070,10
292760,93045,10
292759,93017,10
292749,93000,10
292730,92972,10
292715,92955,10
292734,92998,10
292673,92921,10
292654,92899,10
291707,92163,10
291678,92151,10
292484,92324,10
295117,93847,6
293471,91745,10
292843,89534,10
292582,93115,10
293702,89006,10
293641,88999,10
293644,89079,10
293668,89083,10
293689,89082,10
293706,89049,10
293706,89049,10
293706,89029,10
293706,89029,10
294294,87900,10
294309,87880,10
293704,88932,10
293986,88639,10
294056,88595,10
294103,88570,10
294140,88561,10
300973,80939,10
300271,83407,10
300280,83368,10
300288,83337,10
300297,83304,10
300305,83269,10
300315,83235,10
300324,83197,10
300303,81482,10
300332,83163,10
300338,83127,10
300340,83094,10
300342,83063,10
300344,83026,10
300337,82983,10
300355,82947,10
300358,82906,10
300359,82868,10
300357,82825,10
300339,82800,10
300349,82777,10
300335,82746,10
300335,82720,10
300336,82681,10
300354,82645,10
300345,82606,10
300234,81068,10
300363,82573,10
300227,81038,10
300368,82534,10
300356,82499,10
300372,82459,10
300355,82419,10
300367,82379,10
300349,82344,10
300346,82306,10
300351,82265,10
300357,82225,10
300369,82183,10
300380,82149,10
300392,82115,10
300418,82086,10
300433,82046,10
300446,82011,10
300434,81982,10
300451,81969,10
300447,81939,10
300429,81937,10
300430,81908,10
300412,81878,10
300393,81847,10
300363,81818,10
300353,81786,10
300335,81758,10
300019,81093,10
299992,81095,10
299869,80925,8
300314,81733,10
300278,81721,10
300254,81695,10
300220,81684,10
300180,81685,10
300142,81674,10
300111,81660,10
300080,81635,10
300049,81607,10
300028,81579,10
300012,81551,10
300000,81520,10
299992,81485,10
299992,81449,10
299993,81411,10
299997,81372,10
300000,81336,10
300003,81299,10
300007,81263,10
300025,81231,10
300029,81194,10
300030,81162,10
300022,81127,10
300542,81501,8
301088,80004,8
300506,80527,10
300486,80509,10
300503,80487,10
300523,80503,10
300551,80533,10
300573,80567,10
300612,80585,10
300641,80610,10
300681,80648,10
300697,80683,10
300718,80705,10
300745,80734,10
300777,80770,10
300807,80799,10
300839,80825,10
300865,80845,10
300897,80854,10
300922,80887,10
300953,80910,10
300979,80913,10
300989,80932,10
301023,80944,10
301064,80946,10
301090,80976,10
301122,80993,10
301156,81009,10
301186,81009,10
301203,80994,10
301252,80995,10
301290,81006,10
301325,81030,10
301350,81058,10
301367,81098,10
301394,81124,10
301432,81138,10
301452,81171,10
301480,81196,10
301511,81224,10
301542,81249,10
301579,81274,10
301619,81287,10
301650,81306,10
301682,81330,10
301719,81360,10
301729,81391,10
301755,81394,10
301751,81417,10
301777,81416,10
301779,81445,10
301797,81433,10
301795,81460,10
301825,81467,10
301890,81520,10
302087,81684,10
302160,81722,10
302197,81750,10
302375,81888,10
302466,81925,10
302478,81946,10
302643,82006,10
298506,86307,10
312036,98838,10
312032,98857,10
312048,98872,10
312058,98915,8
312052,98932,8
312090,98960,8
312120,98960,8
312179,98960,8
312206,98973,8
312217,98987,8
312233,99004,8
312257,99012,8
312237,98976,8
249559,119179,5
249581,119175,5
249597,119189,5
249550,119101,5
249546,119126,5
249543,119148,5
249540,119166,5
289698,83618,10
231368,123349,10
231351,123336,10
231305,123332,10
231252,123322,10
231266,123339,10
231288,123349,10
231303,123375,10
231314,123354,10
315363,100292,10
315779,100469,8
315801,100478,8
316188,100799,10
316215,100792,10
290190,90774,10
251498,147265,8
251502,147281,8
251505,147284,8
251521,147291,8
251527,147310,8
251547,147323,8
251556,147343,8
251561,147362,8
251571,147379,8
251592,147390,8
251980,147682,5
251993,147688,5
251991,147669,5
251964,147680,5
251939,147658,5
251911,147652,5
251887,147632,5
251862,147620,5
251829,147620,5
251801,147609,8
251770,147595,5
251749,147582,5
251723,147569,5
251705,147553,5
251679,147539,5
251661,147536,5
251655,147514,5
251651,147492,5
251648,147469,5
251652,147445,5
251638,147423,5
251629,147412,5
251611,147393,5
252192,147625,10
252231,147618,10
252275,147619,10
252387,147610,10
252398,147599,10
252441,147600,10
252474,147584,10
252497,147573,10
252515,147586,10
252548,147578,10
252584,147558,10
252610,147534,10
252636,147509,10
252659,147483,10
252678,147452,10
252692,147407,10
252709,147381,10
252743,147370,10
252779,147359,10
252815,147350,10
252855,147349,10
252895,147353,10
252932,147362,10
252974,147370,10
253008,147387,10
253090,147389,10
253131,147377,10
253173,147376,10
253211,147375,10
253244,147380,10
253286,147403,10
253288,147425,10
253313,147458,10
253340,147484,10
253372,147508,10
253404,147521,10
253441,147550,10
253471,147577,10
253502,147603,10
253535,147634,10
253565,147660,10
253598,147691,10
247396,129953,8
247430,129975,8
247443,130010,8
247451,130061,8
247446,130097,10
247439,130131,10
247427,130173,10
247415,130202,10
247405,130233,10
247348,130341,10
247365,130462,10
247399,130491,10
247486,130772,10
247509,130807,10
247532,130841,10
247561,130880,10
247611,130952,10
247659,131012,10
246273,128454,10
246236,128424,10
246203,128393,10
246177,128363,10
246156,128333,10
246135,128297,10
246117,128263,10
246123,128224,10
246148,128219,10
246152,128203,10
246149,128189,10
246107,128203,10
246119,128186,10
246098,128178,10
246075,128151,10
246058,128119,10
246042,128081,10
246030,128033,10
246034,127990,10
246027,127949,10
246016,127887,10
246007,127849,10
245994,127805,10
245988,127767,10
245981,127723,10
245971,127678,10
245950,127634,10
245942,127585,10
245948,127540,10
245957,127503,10
245980,127471,10
245983,127441,10
262958,55942,8
262993,55945,8
263014,55949,8
263042,55952,10
262932,55925,10
274299,47333,10
274280,47308,10
274280,47309,10
274260,47250,10
274266,47279,10
274266,47279,10
274213,47295,10
274248,47298,10
274248,47297,10
273254,44522,10
273254,44486,10
273258,44449,10
273252,44277,10
273229,44257,10
273230,44229,10
273266,44136,10
273318,44101,10
273899,43167,8
273492,44100,10
273463,44085,8
273383,44063,8
273346,44058,8
273514,44092,10
273291,44063,10
273224,44046,10
273188,44036,10
287572,69383,10
287582,69346,10
287593,69306,10
287608,69266,10
287631,69229,10
287657,69191,10
287694,69163,10
287703,69130,10
287765,69071,10
287774,69039,10
287807,69016,10
287829,68987,10
287841,68950,10
287868,68937,10
287876,68906,10
287919,68883,10
287928,68846,10
287965,68827,10
287981,68791,10
288013,68780,10
288033,68750,10
288057,68717,10
288069,68688,10
288076,68649,10
288078,68614,10
288064,68585,10
288060,68507,10
288068,68462,10
288063,68417,10
288055,68384,10
288038,68352,10
288037,68312,10
288042,68264,10
288064,68224,10
288057,68192,10
288076,68161,10
288069,68124,10
288088,68089,10
288080,68046,10
288102,67912,10
288125,67887,10
288120,67841,10
288142,67803,10
288149,67759,10
288153,67723,10
288155,67691,10
288142,67666,10
288143,67622,10
288144,67622,10
288155,67571,10
288180,67546,10
288193,67509,10
288189,67462,10
288215,67415,10
288205,67367,10
288231,67335,10
288225,67296,10
288246,67267,10
288243,67226,10
288266,67193,10
288259,67152,10
288288,67121,10
288281,67088,10
288305,67056,10
288302,67012,10
288324,66990,10
288321,66942,10
288326,66906,10
288331,66875,10
288345,66839,10
288363,66808,10
288387,66779,10
288422,66760,10
288437,66725,10
288480,66699,10
288498,66660,10
288531,66627,10
288574,66596,10
286848,72735,8
286843,72699,10
286453,72000,12
287937,72926,12
287868,73026,8
287869,73026,8
287945,73052,12
287946,73052,12
288014,73094,10
288104,72971,10
288104,72970,10
288000,72892,10
287703,73110,8
287807,73087,10
288181,51010,5
259227,131771,10
259253,131761,10
259285,131751,10
259320,131740,10
259358,131731,10
259379,131726,10
259380,131719,10
259378,131722,10
259382,131684,10
259402,131723,10
259440,131721,10
259481,131719,10
259522,131716,10
260228,55802,10
260555,56099,8
236781,85187,12
236742,85164,12
236712,85146,12
236673,85123,12
236643,85095,10
236606,85080,10
236567,85081,10
236532,85074,10
236493,85064,10
236468,85041,10
236429,85038,10
283470,60125,8
299954,84066,10
299958,84092,10
292911,89182,10
293594,89055,10
292881,89173,10
292861,89188,10
293547,89058,10
292855,89206,10
293540,89086,10
292864,89227,10
293505,89089,10
292890,89237,10
293507,89108,10
292915,89221,10
292919,89201,10
293443,89118,10
293424,89142,10
293400,89133,10
293386,89156,10
293349,89164,10
293325,89168,10
293316,89147,10
293270,89172,10
292850,89230,10
293188,89175,10
293157,89159,10
293115,89179,10
293075,89164,10
293048,89167,10
293028,89187,10
293017,89170,10
292987,89195,10
292981,89176,10
292953,89184,10
292947,89204,10
292934,89190,10
292164,88815,10
292165,88784,10
292133,88773,10
292132,88734,10
292095,88708,10
292045,88615,12
292058,88605,12
292025,88577,10
292025,88541,10
292009,88551,10
292005,88502,10
291986,88513,10
292845,89170,10
292835,89190,10
292818,89163,10
292762,89170,10
292803,89182,10
285514,71775,10
285475,71778,10
285361,71734,8
285306,71673,10
285267,71675,10
285266,71650,10
285234,71647,10
285222,71618,10
285194,71603,10
285169,71608,10
285145,71586,10
285106,71590,10
285073,71567,10
285034,71557,10
284998,71546,10
284960,71539,10
284925,71534,10
284891,71533,10
284844,71539,10
284797,71545,10
284754,71553,10
284715,71562,10
284674,71572,10
284643,71582,10
284607,71594,8
284384,71754,8
284282,71833,10
283885,71953,10
286038,71380,5
286030,71366,5
286007,71350,5
286024,71341,5
286004,71320,5
285996,71310,5
285971,71301,5
285943,71283,8
285932,71277,5
285919,71258,5
285894,71256,5
285888,71241,5
285871,71245,5
285857,71237,5
286684,70982,10
286658,70960,10
285827,71166,10
285842,71158,10
285842,71158,10
285842,71158,10
285605,71560,10
285585,71684,10
285573,71716,10
285541,71763,10
285540,71762,10
285539,71790,10
285538,71791,10
285555,71805,10
285541,71817,10
285563,71850,10
285568,72126,8
285571,72281,10
285557,72316,10
285686,71382,8
285686,71382,8
285595,71508,10
285661,71388,8
285662,71388,8
285662,71388,8
285606,71479,10
286335,71810,10
286336,71809,10
286336,71809,10
286295,71843,10
286243,71921,10
286324,71775,10
286338,71781,10
286338,71781,10
286338,71781,10
286361,71815,10
286360,71816,10
286361,71815,10
286396,71891,10
287251,71299,12
287233,71266,12
284621,71531,8
287140,70746,8
287142,70774,8
287198,70605,12
286588,71344,5
286522,71343,5
286411,71358,10
286376,71344,5
286335,71343,10
286297,71355,8
286257,71342,6
286218,71354,5
286188,71341,5
286102,71339,5
286071,71347,5
286038,71330,5
287256,70651,10
287250,70626,8
286691,71288,10
286699,71252,10
286685,71242,8
286690,71144,10
286693,71117,10
286704,71088,10
286692,71061,10
286705,71037,10
286697,71007,10
286697,71007,10
286697,71007,10
286700,70983,10
286718,70960,8
286725,70931,10
286720,70902,5
286453,71399,5
286472,71431,5
286467,71474,10
286490,71514,8
286485,71551,5
286504,71584,10
286510,71650,10
286499,71677,5
286473,71704,10
286441,71736,5
286409,71749,10
286370,71787,10
286370,71787,10
286370,71787,10
287156,70555,10
287180,70557,10
287163,70513,10
287184,70516,10
287188,70485,10
287176,70445,10
287200,70420,10
287195,70375,10
287215,70344,10
287210,70307,10
287216,70280,10
286643,70926,10
286643,70926,10
286643,70926,10
287233,70265,10
287225,70239,10
287235,70198,10
287249,70153,10
287261,70120,10
287273,70088,10
287295,70071,10
287305,70047,10
287315,70020,10
287325,69993,10
287335,69966,10
287327,69940,10
287339,69914,10
287350,69889,10
287376,69836,10
287402,69821,10
287416,69800,10
286988,70734,10
286988,70734,10
287430,69778,10
287447,69751,10
287459,69727,10
287467,69701,10
287475,69675,10
287484,69648,10
287490,69621,10
287497,69597,10
287503,69573,10
287510,69550,10
287506,69516,10
287517,69490,10
287529,69462,10
287559,69441,10
287573,69424,10
287581,69397,10
285742,71166,10
285727,71159,10
308948,89772,8
269900,128243,10
269891,128229,10
269930,128227,10
269962,128214,10
269952,128195,10
269968,128200,10
269980,128214,10
269995,128228,10
270012,128259,10
269997,128288,10
269999,128218,10
270022,128201,10
270023,128184,10
270017,128168,10
269999,128158,10
269980,128161,10
269971,128168,10
269964,128177,10
270010,128154,10
269990,128130,10
270000,128097,10
269983,128061,10
270044,128183,10
270036,128166,10
270077,128161,10
270070,128148,10
270111,128140,10
270103,128128,10
271920,127080,10
271913,127062,10
271948,127070,10
271939,127051,10
271975,127062,10
271965,127042,10
272003,127055,10
271993,127033,10
272029,127048,10
272017,127026,10
272050,127042,10
272043,127019,10
272073,127038,10
272071,127007,10
272075,126979,10
272052,126947,10
272089,127019,10
272090,127022,10
272100,127031,10
272099,127003,10
272114,127015,10
272114,127018,10
272129,127032,10
272138,127095,10
272123,127000,10
272139,127012,10
272140,127015,10
272156,127020,10
272152,126997,10
272181,127016,10
272176,126993,10
272208,127011,10
272204,126990,10
272233,127006,10
272227,126986,10
272254,127000,10
272251,126982,10
272286,126992,10
272282,126976,10
272318,126984,10
272313,126967,10
244844,127572,10
244857,127583,10
244843,127607,10
244857,127619,10
244858,127661,10
244876,127695,10
244877,127748,10
244904,127787,10
244898,127821,10
244928,127882,10
244943,127996,10
244947,128026,10
244951,128053,10
244960,128076,10
244952,128116,10
244968,128145,10
244958,128184,10
244974,128225,10
244962,128267,10
244973,128303,10
244954,128337,10
244959,128387,10
244943,128425,10
244935,128469,10
244941,128516,10
244922,128549,10
244929,128599,10
244906,128632,10
244911,128665,10
244913,128679,10
244912,128681,10
244889,128684,10
244877,128715,10
244877,128747,10
244878,128782,10
258673,95312,10
258657,95311,10
258663,95332,10
271984,60710,10
271996,60737,10
271985,60759,10
271992,60799,10
272005,60815,10
271989,60826,10
271989,60844,10
271993,60854,10
272033,60853,10
272036,60830,10
272023,60815,10
272057,60825,10
272071,60799,10
272164,60738,10
272206,60701,10
272244,60661,10
272273,60663,10
272300,60645,10
272300,60646,10
272344,60647,10
272456,60621,10
272366,60630,10
272279,60627,10
272235,60647,10
254189,131340,10
254176,131369,10
254190,131402,10
254167,131434,10
254170,131474,10
254140,131503,10
254138,131535,10
254109,131555,10
254101,131590,10
254098,131589,10
254077,131590,10
254063,131619,10
254110,131605,10
254133,131643,10
254108,131627,10
254110,131625,10
254091,131637,10
254074,131633,10
254076,131634,10
253988,131803,10
253985,131803,10
253962,131809,10
253954,131824,10
253954,131840,10
253943,131832,10
254000,131819,10
253987,131852,10
253969,131862,10
253966,131861,10
253972,131888,10
253951,131905,10
253958,131943,10
253943,131979,10
253955,132011,10
253944,132046,10
253947,132080,10
253965,132110,10
253952,132140,10
253972,132169,10
253961,132203,10
253979,132238,10
253970,132276,10
253987,132316,10
253975,132340,10
296872,91312,10
296690,91456,10
296897,91285,10
296741,91452,12
296765,91440,10
296818,91412,12
296816,91382,10
296829,91345,10
296850,91353,10
296846,91308,10
296819,91265,10
296795,91255,10
296775,91255,10
296752,91260,10
296708,91270,10
296692,91274,10
296668,91279,10
296646,91303,10
296634,91324,10
296625,91358,10
296620,91379,10
296670,91440,10
296888,91257,10
296866,91274,10
293131,72251,8
293121,72100,8
257664,132153,10
257707,132164,10
257706,132202,10
257736,132218,10
257714,132231,10
257727,132244,10
257751,132258,10
257763,132218,10
257755,132239,10
257798,132226,10
257835,132245,10
257872,132218,10
274709,125584,10
274734,125589,10
274754,125571,10
274783,125578,10
274800,125560,10
274818,125562,10
274819,125543,10
274790,125522,10
274835,125527,10
274831,125539,10
274851,125539,10
274857,125555,10
274841,125580,10
274823,125577,10
274838,125600,10
274850,125639,10
274855,125575,10
274879,125559,10
274932,125533,10
274976,125544,10
275025,125528,10
275077,125542,10
253976,132377,10
253976,132377,10
253976,132377,10
253976,132377,10
253976,132377,10
253976,132377,10
253976,132377,10
254004,131846,8
254006,131844,8
255361,132593,8
255296,132594,10
255268,132579,10
255231,132592,10
255157,132591,10
254930,132555,10
254886,132516,10
254886,132481,10
254858,132413,10
254846,132393,10
254828,132406,10
254827,132385,10
255685,132853,10
248162,74418,10
248151,74438,10
248236,74545,8
248260,74547,8
248156,74477,8
248171,74465,8
248178,74489,8
248197,74490,8
248214,74506,8
248221,74530,8
247585,73934,8
247570,73881,8
248134,74467,5
294069,72895,8
293150,73043,10
293150,73043,10
293141,73030,10
293140,73030,10
293116,73019,12
293116,73019,12
293096,73006,10
293096,73006,10
293076,72992,10
293076,72992,10
293054,72979,10
293033,72966,10
293009,72952,10
292977,72943,10
292943,72949,10
292905,72944,10
292871,72941,10
292840,72943,10
292805,72937,10
292790,72921,10
292766,72929,10
292674,72911,10
293198,73067,8
293213,73091,10
293245,73102,10
293282,73096,10
293328,73110,10
293386,73092,10
293428,73084,10
293465,73077,10
293525,73073,10
293555,73068,10
293587,73061,10
293616,73057,10
293675,73063,10
293704,73067,10
293737,73071,10
293763,73089,10
293773,73075,10
293798,73093,10
293820,73097,10
293814,73073,8
293838,73081,8
293853,73067,8
293845,73047,8
293862,73051,8
293866,73008,8
293885,73011,8
293892,72981,8
293902,72997,8
293921,72975,8
293946,72979,8
293942,72994,8
293971,73009,10
294349,73038,10
294320,73029,10
294272,73038,10
293323,73399,8
294361,73151,8
294362,73180,8
294364,73221,8
294363,73416,10
294423,73712,10
294427,73743,10
294427,73772,10
294458,73800,10
294567,73993,10
294615,74051,10
294638,74078,10
294720,74173,8
293830,73102,8
293500,74286,8
293991,73024,10
294012,73039,10
294037,73053,10
294061,73064,10
294089,73072,10
294114,73079,10
294141,73082,10
294169,73083,10
294197,73076,10
294240,73070,10
294238,73049,10
294005,73013,10
294176,72945,8
294106,72907,10
294087,72960,8
293838,72961,10
294220,72956,8
294249,72942,8
294242,72931,8
294207,72929,8
294219,72896,8
294210,72883,8
294191,72892,8
294202,72870,8
294182,72860,8
294184,72846,8
294177,72885,5
294125,72905,10
294197,72932,5
294201,72953,5
295598,112793,10
295590,112748,10
295599,112700,10
295596,112667,10
295593,112626,10
295583,112585,10
295876,112551,10
295886,112538,10
295898,112565,10
295899,112551,10
295929,112567,10
295946,112582,10
295961,112601,10
295976,112618,10
295985,112641,10
296009,112645,10
296036,112657,10
296027,112674,10
296027,112687,10
296051,112687,10
296059,112674,10
296062,112665,10
296077,112678,10
296096,112673,10
296297,112717,10
296326,112723,10
296416,112745,10
296458,112758,10
296463,112731,10
296430,112716,10
297020,112952,8
295142,112531,10
295557,112541,10
295508,112522,5
295482,112499,10
295441,112503,5
295402,112499,10
295748,112589,10
295704,112588,10
295665,112570,10
295625,112571,10
295502,112285,10
295503,112282,10
295504,112300,10
295522,112309,10
295518,112309,10
295542,112307,10
295550,112293,10
295549,112296,10
295547,112277,10
295530,112265,10
295526,112264,10
295509,112267,10
295606,112316,10
295638,112313,10
295675,112340,10
295715,112346,10
295749,112377,10
295798,112386,10
295820,112412,10
295861,112417,10
295886,112444,10
295925,112451,10
295957,112469,10
295940,112472,10
295942,112470,10
295933,112484,10
295936,112502,10
295935,112499,10
295952,112514,10
295973,112505,10
295980,112485,10
295979,112507,10
295975,112510,10
295997,112536,10
296011,112521,10
296024,112554,10
296063,112562,10
296089,112599,10
296116,112600,10
296126,112626,10
296153,112623,10
296171,112650,10
296202,112647,10
296242,112677,10
296284,112677,10
296299,112697,10
296334,112693,10
296356,112718,10
296402,112734,10
296839,113466,10
296857,113484,10
296883,113468,10
296866,113447,10
294942,113040,10
294957,113024,10
294961,113057,10
294996,113083,10
295030,113111,10
295056,113128,10
295076,113127,10
295075,113144,10
295097,113138,10
295122,113150,10
295103,113167,10
295122,113187,10
295144,113168,10
295139,113198,10
295160,113194,10
295343,113329,10
295299,113713,10
295399,113878,10
295356,113857,10
295303,113835,10
295251,113814,10
295182,113772,10
295157,113768,10
295140,113787,10
295132,113783,10
295132,113786,10
295081,113784,10
295149,113819,10
295183,113827,10
295193,113810,10
295238,113839,10
295289,113858,10
295336,113878,10
295382,113899,10
304744,114094,10
304828,113942,10
295304,112063,10
295239,112541,10
295244,112514,10
295247,112483,10
295233,112459,10
295235,112429,10
295237,112398,10
295238,112366,10
295241,112333,10
295240,112304,10
295630,112768,8
296551,87999,1
279970,60859,10
279938,60878,10
279916,60911,10
279892,60946,10
279875,60985,10
279850,61031,10
279829,61066,10
279814,61090,10
279811,61120,10
279793,61157,10
279782,61179,10
279770,61211,10
279755,61257,10
279742,61301,10
279713,61333,10
279683,61363,10
278740,62149,10
278740,62149,10
280572,60784,8
280920,60352,10
280691,60298,10
281079,60515,10
281054,60487,10
280977,60409,10
280953,60386,10
280798,60535,10
280769,60552,12
280764,60543,12
280706,60587,12
280702,60577,12
280658,60613,10
280612,60635,10
280575,60648,10
280545,60658,10
280511,60667,10
280470,60670,10
280453,60659,10
280435,60675,10
280453,60646,10
280919,60386,8
280856,60473,10
280856,60496,10
280848,60519,10
280827,60507,10
280829,60529,10
280415,60645,10
280415,60664,10
280394,60664,10
280401,60680,10
280364,60679,10
280337,60693,10
280290,60706,10
280247,60713,10
280214,60721,10
280178,60732,10
280142,60743,10
280112,60758,10
280078,60769,10
279896,60814,10
279860,60787,10
279842,60765,10
279847,60745,10
279821,60712,10
279812,60646,10
279807,60602,10
279801,60560,10
279799,60518,10
279797,60474,10
279809,60414,10
279813,60364,10
279805,60350,10
279814,60326,10
279834,60296,10
279859,60264,10
279890,60244,10
279908,60222,10
296955,95191,10
297353,95564,12
250681,142261,10
250690,142227,10
250718,142140,10
250739,142108,10
250754,142072,10
250776,142044,10
250784,142006,10
250789,141974,10
250800,141933,10
250812,141895,10
250761,141764,10
251167,144401,10
251156,144376,10
303911,111339,10
303916,111313,10
303902,111296,10
303872,111296,10
303860,111326,10
303875,111349,10
303895,111362,10
303890,111281,10
303527,110533,10
303846,111309,10
303929,111318,10
303966,111332,10
303969,111358,10
249636,135431,10
249594,135439,10
249555,135460,10
249474,135500,10
249438,135517,10
249406,135532,10
249364,135558,10
249328,135577,10
249291,135601,10
249257,135623,10
249226,135644,10
249195,135668,10
249165,135706,10
252172,67875,10
252172,67875,10
302103,107472,10
302084,107485,5
302076,107473,5
302093,107440,10
302067,107461,5
302060,107446,5
302051,107428,5
302067,107373,8
292698,89442,10
292700,89440,10
292663,89401,10
292661,89402,10
292674,89367,10
292676,89366,10
292703,89350,10
292705,89349,10
292740,89344,10
292742,89343,10
292770,89336,10
292772,89335,10
292780,89382,10
292782,89382,10
292707,89449,10
292708,89447,10
292035,92539,4
291188,91812,1
291570,92738,5
291903,92531,10
291891,92517,10
291857,92510,10
292289,92885,10
292273,92873,10
292244,92852,10
292239,92822,10
292210,92828,10
292212,92802,10
292184,92809,10
292175,92776,10
292142,92779,10
292131,92771,10
292117,92763,10
292100,92749,10
292082,92736,10
292080,92727,10
292068,92715,10
292063,92693,10
292057,92685,10
292023,92678,10
292009,92664,10
291992,92651,10
291989,92631,10
291978,92623,10
291950,92614,10
291947,92592,10
291921,92580,10
291588,92703,5
291583,92731,3
291553,92702,3
292294,92903,10
292285,92916,10
292373,92898,10
292378,92924,10
292393,92937,10
292407,92948,10
292420,92958,10
292444,92956,10
292453,92964,10
292466,92975,10
292477,92987,10
292487,92996,10
292496,93004,10
292494,93032,10
292516,93023,10
292515,93053,10
292542,93048,10
292537,93074,10
292553,93090,10
292563,93099,10
292591,93095,10
287937,72926,12
287915,72942,12
287899,72966,12
287898,72985,12
287898,72985,12
287905,73017,12
287905,73017,12
287923,73040,12
288023,73049,12
288022,73049,12
288042,73036,12
288056,73016,12
288062,72994,12
288062,72994,12
288058,72964,12
288058,72964,12
288049,72945,12
288033,72928,12
288011,72920,12
288010,72920,12
287085,70674,12
287086,70675,12
287111,70710,12
287127,70711,12
287127,70711,12
287155,70684,12
287189,70638,12
287212,70643,12
287212,70643,12
287209,70632,12
287209,70632,12
287209,70632,12
287198,70605,12
287177,70593,12
287177,70593,12
287158,70592,12
287158,70592,12
287115,70614,12
287110,70641,12
287093,70633,10
287085,70659,10
287085,70659,12
255829,132985,3
255827,132986,3
255839,133146,5
255852,133154,5
255861,133158,5
255857,133161,5
255855,133178,5
255854,133191,5
255855,133234,5
245290,126521,5
245288,126496,5
245282,126451,5
245278,126466,5
245265,126466,5
245247,126465,5
245259,126453,5
245239,126458,5
245242,126506,5
245237,126514,5
245272,126516,5
245097,126985,5
245114,126963,5
245090,126954,5
245076,126956,5
245070,126947,5
245120,126965,5
245142,126960,5
245160,126941,5
245183,126928,5
248934,68455,5
248915,68483,5
248909,68471,5
248872,68459,5
248876,68422,5
248841,68432,5
248822,68410,5
248819,68447,5
248812,68481,5
248849,68508,5
248836,68532,5
248874,68480,5
248879,68518,5
248917,68519,5
291841,89550,5
291910,89844,5
291955,89793,5
259809,120519,5
259799,120480,5
252175,147744,5
275614,80804,5
266394,101703,5
266373,101713,5
266385,101726,5
266381,101753,5
266364,101757,5
266355,101737,5
245062,128069,5
245053,128044,5
245063,128024,5
245008,127987,5
254178,131995,5
254175,132024,5
254083,131930,5
254104,131936,5
254237,131915,5
254225,131938,5
254219,131967,5
254194,131978,5
254169,131978,5
254142,131984,5
254106,131978,5
253836,131999,5
253843,132026,5
253824,132026,5
253839,132046,5
253851,132059,5
253933,132102,5
253922,132119,5
253891,132116,5
253871,132137,5
253841,132143,5
253826,132167,5
253807,132175,5
253795,132208,5
253776,132218,5
253766,132250,5
253743,132256,5
253719,132274,5
253723,132292,5
253686,132296,5
253669,132320,5
253673,132340,5
253711,132302,5
253833,131807,5
253833,131835,5
253820,131859,5
253831,131881,5
253827,131909,5
253840,131926,5
253840,131944,5
253830,131969,5
253815,131982,5
253797,131990,5
253771,131982,5
253746,131991,5
253719,131982,5
253691,131983,5
253668,131969,5
253645,131957,5
253627,131944,5
253603,131949,5
253684,131968,5
253704,131954,5
253714,131929,5
253693,131924,5
253694,131907,5
253711,131901,5
253690,131885,5
253663,131883,5
253713,131879,5
253686,131857,5
253684,131831,5
253701,131840,5
253701,131821,5
253686,131807,5
253710,131793,5
253711,131772,5
253910,132302,5
253934,132300,5
253922,132326,5
253928,132358,5
253499,131734,5
253492,131712,5
253905,132249,5
253901,132221,5
253916,132196,5
253612,131939,5
253600,131919,5
253628,131923,5
253628,131904,5
253610,131899,5
253901,131838,5
253928,131849,5
253943,131863,5
253949,131888,5
253939,131916,5
253937,132009,5
253932,132037,5
